0 -25.37588
500000 -23.56364
1000000 -22.2796
1500000 -22.52539
2000000 -22.51883
2500000 -22.49187
3000000 -22.45534
3500000 -22.38754
4000000 -22.31068
4500000 -22.23639
5000000 -22.24355
5500000 -22.27311
6000000 -22.30992
6500000 -22.31273
7000000 -22.3654
7500000 -22.45034
8000000 -22.4845
8500000 -22.5488
9000000 -22.57793
9500000 -22.56334
10000000 -22.52982
10500000 -22.46054
11000000 -22.43217
11500000 -22.36044
12000000 -22.2859
12500000 -22.20703
13000000 -22.20121
13500000 -22.2308
14000000 -22.20787
14500000 -22.23118
15000000 -22.28726
15500000 -22.33379
16000000 -22.396
16500000 -22.44591
17000000 -22.47818
17500000 -22.51231
18000000 -22.52809
18500000 -22.52024
19000000 -22.44664
19500000 -22.4102
20000000 -22.32437
20500000 -22.28072
21000000 -22.2401
21500000 -22.18135
22000000 -22.16819
22500000 -22.16163
23000000 -22.17532
23500000 -22.22395
24000000 -22.26969
24500000 -22.31389
25000000 -22.38844
25500000 -22.38607
26000000 -22.4174
26500000 -22.44969
27000000 -22.46048
27500000 -22.4437
28000000 -22.39159
28500000 -22.33244
29000000 -22.29208
29500000 -22.22931
30000000 -22.17302
30500000 -22.10822
31000000 -22.1157
31500000 -22.16234
32000000 -22.12851
32500000 -22.21564
33000000 -22.26612
33500000 -22.37067
34000000 -22.39329
34500000 -22.42369
35000000 -22.41958
35500000 -22.44894
36000000 -22.41882
36500000 -22.38838
37000000 -22.33555
37500000 -22.27702
38000000 -22.1967
38500000 -22.10756
39000000 -22.08995
39500000 -22.0952
40000000 -22.07924
40500000 -22.04081
41000000 -22.1174
41500000 -22.16957
42000000 -22.27888
42500000 -22.32486
43000000 -22.34688
43500000 -22.36546
44000000 -22.3707
44500000 -22.34489
45000000 -22.31915
45500000 -22.23161
46000000 -22.14502
46500000 -22.09187
47000000 -22.05646
47500000 -22.06411
48000000 -22.07562
48500000 -22.0836
49000000 -22.1379
49500000 -22.20709
50000000 -22.24398
50500000 -22.29384
51000000 -22.3201
51500000 -22.33878
52000000 -22.26012
52500000 -22.19545
53000000 -22.12658
53500000 -22.03294
54000000 -22.02459
54500000 -21.97682
55000000 -21.96735
55500000 -22.02825
56000000 -22.09813
56500000 -22.13198
57000000 -22.18027
57500000 -22.16592
58000000 -22.09024
58500000 -22.01613
59000000 -21.89022
59500000 -21.81783
60000000 -21.79548
60500000 -21.76124
61000000 -21.73395
61500000 -21.6849
62000000 -21.67265
62500000 -21.67447
63000000 -21.75254
63500000 -22.03743
64000000 -22.53812
64500000 -23.05036
65000000 -23.5611
65500000 -24.07093
66000000 -24.57803
66500000 -25.08161
67000000 -25.58262
67500000 -26.07851
68000000 -26.57166
