0 -30.43546
500000 -90.70234
1000000 -90.85516
1500000 -90.72604
2000000 -90.76757
2500000 -91.15305
3000000 -90.92477
3500000 -91.15721
4000000 -91.08906
4500000 -90.91331
5000000 -91.29855
5500000 -91.13706
6000000 -91.0314
6500000 -90.91451
7000000 -90.93191
7500000 -90.91211
8000000 -91.08412
8500000 -91.10477
9000000 -90.92485
9500000 -90.88203
10000000 -90.81308
10500000 -90.96119
11000000 -91.14793
11500000 -91.10855
12000000 -90.7193
12500000 -90.909
13000000 -91.18658
13500000 -90.62271
14000000 -91.14442
14500000 -90.92088
15000000 -90.93279
15500000 -90.94363
16000000 -90.99998
16500000 -91.08099
17000000 -90.9785
17500000 -91.00737
18000000 -90.70953
18500000 -91.03017
19000000 -91.27707
19500000 -90.9772
20000000 -90.94827
20500000 -90.81252
21000000 -90.88518
21500000 -91.1069
22000000 -90.95978
22500000 -90.88113
23000000 -90.87092
23500000 -90.8948
24000000 -90.97865
24500000 -91.32213
25000000 -90.94054
25500000 -91.1371
26000000 -91.23117
26500000 -90.59645
27000000 -90.97563
27500000 -91.15482
28000000 -90.88963
28500000 -91.0502
29000000 -90.71832
29500000 -90.96645
30000000 -90.85466
30500000 -90.93031
31000000 -90.73451
31500000 -90.82474
32000000 -91.06315
32500000 -90.77108
33000000 -90.95791
33500000 -90.75834
34000000 -91.0518
34500000 -90.94756
35000000 -91.17002
35500000 -91.0213
36000000 -90.85074
36500000 -91.13119
37000000 -91.04862
37500000 -91.27983
38000000 -90.90846
38500000 -90.9382
39000000 -90.95312
39500000 -90.83827
40000000 -90.97944
40500000 -90.68769
41000000 -91.04152
41500000 -91.10794
42000000 -90.97787
42500000 -90.75479
43000000 -90.96491
43500000 -90.75069
44000000 -91.20588
44500000 -90.83652
45000000 -90.94518
45500000 -91.09474
46000000 -90.8415
46500000 -90.61512
47000000 -91.08805
47500000 -90.78177
48000000 -90.51579
48500000 -91.02065
49000000 -90.86235
49500000 -90.98684
50000000 -90.77999
50500000 -90.92323
51000000 -91.164
51500000 -90.99741
52000000 -91.11478
52500000 -91.03626
53000000 -91.19234
53500000 -90.84283
54000000 -91.15154
54500000 -90.99376
55000000 -90.63117
55500000 -90.66187
56000000 -90.85693
56500000 -90.76608
57000000 -90.76265
57500000 -91.00979
58000000 -90.81863
58500000 -90.88669
59000000 -90.63518
59500000 -90.78893
60000000 -90.96311
60500000 -90.71447
61000000 -90.84303
61500000 -91.05585
62000000 -90.99559
62500000 -90.80175
63000000 -90.73845
63500000 -90.90411
64000000 -90.93108
64500000 -90.89172
65000000 -91.04285
65500000 -90.94077
66000000 -91.02116
66500000 -90.57882
67000000 -91.04748
67500000 -90.6735
68000000 -90.75321
68500000 -91.29648
69000000 -90.65065
69500000 -91.26379
70000000 -90.80595
70500000 -90.72941
71000000 -91.11456
71500000 -91.32468
72000000 -91.01091
72500000 -90.93386
73000000 -90.76097
73500000 -90.50993
74000000 -91.03617
74500000 -90.68079
75000000 -90.98422
75500000 -90.91066
76000000 -90.71581
76500000 -90.68782
77000000 -90.88394
77500000 -90.67753
78000000 -91.11837
78500000 -90.88121
79000000 -90.73835
79500000 -90.66112
80000000 -90.75784
80500000 -90.59919
81000000 -91.00771
81500000 -90.79141
82000000 -90.77272
82500000 -90.52454
83000000 -90.85233
83500000 -90.84502
84000000 -90.92847
84500000 -90.68102
85000000 -91.29855
85500000 -90.89389
86000000 -90.94995
86500000 -90.91913
87000000 -90.65975
87500000 -90.77319
88000000 -90.92123
88500000 -90.89574
89000000 -90.80914
89500000 -90.76369
90000000 -90.9662
90500000 -91.16312
91000000 -90.42067
91500000 -90.67633
92000000 -90.71517
92500000 -90.82166
93000000 -90.66797
93500000 -90.82347
94000000 -90.60064
94500000 -90.77647
95000000 -90.7084
95500000 -91.08181
96000000 -90.75668
96500000 -90.67751
97000000 -90.80356
97500000 -90.87221
